FID,STAID,STANAME,CLASS,AGGECOREGI,DRAIN_SQKM,HUC02,LAT_GAGE,LNG_GAGE,STATE,HCDN_2009,ACTIVE09,FLYRS1900,FLYRS1950,FLYRS1990,STAIDT
172,01105876,"EEL RIVER AT RT 3A NEAR PLYMOUTH, MA",Non-ref,SECstPlain,34.9497,01,41.94177,-70.622534,MA," ",yes,4,4,3,T01105876
173,01105880,"HERRING RIVER AT NORTH HARWICH, MA",Non-ref,SECstPlain,25.5222,01,41.700111,-70.106962,MA," ",yes,24,24,2,T01105880
174,01105917,"MATTAPOISETT RIVER NEAR MATTAPOISETT, MA",Non-ref,NorthEast,61.272,01,41.662604,-70.83837,MA," ",yes,3,3,3,T01105917
175,01105933,"PASKAMANSET RIVER NEAR SOUTH DARTMOUTH, MA",Non-ref,NorthEast,68.0985,01,41.585382,-70.990317,MA," ",yes,14,14,14,T01105933
176,01106000,"ADAMSVILLE BROOK AT ADAMSVILLE, RI",Non-ref,NorthEast,22.06624,01,41.558437,-71.12921,RI," "," ",38,29,0,T01106000
177,01106500,"MATFIELD RIVER AT ELMWOOD, MA",Non-ref,NorthEast,104.4702,01,42.01538,-70.96115,MA," ",yes,2,2,2,T01106500
178,01108000,"TAUNTON RIVER NEAR BRIDGEWATER, MA",Non-ref,NorthEast,677.6388,01,41.93399,-70.956431,MA," ",yes,61,41,13,T01108000
179,01108320,"CANOE RIVER NEAR NORTON, MA",Non-ref,NorthEast,57.8601,01,41.97732,-71.14394,MA," ",yes,3,3,3,T01108320
180,01108410,"MILL RIVER AT SPRING STREET AT TAUNTON, MA",Non-ref,NorthEast,122.022,01,41.899823,-71.08949,MA," ",yes,2,2,2,T01108410
181,01108500,"WADING RIVER AT WEST MANSFIELD, MA",Non-ref,NorthEast,51.7797,01,42.000099,-71.260053,MA," "," ",33,33,0,T01108500
182,01109000,"WADING RIVER NEAR NORTON, MA",Non-ref,NorthEast,112.7429,01,41.9476,-71.176716,MA," ",yes,84,60,20,T01109000
183,01109060,"THREEMILE RIVER AT NORTH DIGHTON, MA",Non-ref,NorthEast,220.1049,01,41.866212,-71.122824,MA," ",yes,43,43,20,T01109060
184,01109070,"SEGREGANSET RIVER NEAR DIGHTON, MA",Non-ref,NorthEast,27.1674,01,41.840379,-71.142824,MA," ",yes,42,42,19,T01109070
185,01109090,"RATTLESNAKE BROOK NEAR ASSONET, MA",Ref,NorthEast,12.771,01,41.77677,-71.08921,MA," ",yes,2,2,2,T01109090
186,01109220,"PALMER RIVER AT SOUTH REHOBOTH, MA",Non-ref,NorthEast,78.93089,01,41.80927,-71.27783,MA," ",yes,3,3,3,T01109220
187,01109403,"TEN MILE RIVER AT PAWTUCKET AVE @ E PROVIDENCE, RI",Non-ref,NorthEast,137.592,01,41.830934,-71.351165,RI," ",yes,23,23,20,T01109403
188,01109500,"KETTLE BROOK AT WORCESTER, MA",Non-ref,NorthEast,82.224,01,42.232038,-71.834794,MA," "," ",55,29,0,T01109500
189,01109730,"BLACKSTONE RIVER, W. MAIN ST., AT MILLBURY, MA",Non-ref,NorthEast,185.7519,01,42.188984,-71.76507,MA," ",yes,7,7,7,T01109730
190,01110000,"QUINSIGAMOND RIVER AT NORTH GRAFTON, MA",Non-ref,NorthEast,66.08279,01,42.230372,-71.710902,MA," ",yes,70,60,20,T01110000
191,01110500,"BLACKSTONE RIVER AT NORTHBRIDGE, MA",Non-ref,NorthEast,363.5217,01,42.153707,-71.652011,MA," "," ",45,36,8,T01110500
192,01111050,"MUMFORD RIVER AT UXBRIDGE, MA",Non-ref,NorthEast,145.3851,01,42.0751,-71.62479,MA," ",yes,4,4,4,T01111050
193,01111200,"WEST RIVER BELOW WEST HILL DAM, NR UXBRIDGE, MA",Non-ref,NorthEast,72.3798,01,42.104819,-71.607287,MA," ",yes,35,35,8,T01111200
194,01111212,"BLACKSTONE RIVER, RT 122 BRIDGE NEAR UXBRIDGE, MA",Non-ref,NorthEast,631.4301,01,42.05482,-71.616454,MA," ",yes,3,3,3,T01111212
195,01111225,"EMERSON BROOK NEAR UXBRIDGE, MA",Non-ref,NorthEast,18.0576,01,42.04454,-71.62201,MA," ",yes,2,2,2,T01111225
196,01111300,"NIPMUC RIVER NEAR HARRISVILLE, RI",Non-ref,NorthEast,41.0625,01,41.981209,-71.685901,RI," ",yes,43,43,18,T01111300
197,01111500,"BRANCH RIVER AT FORESTDALE, RI",Non-ref,NorthEast,237.2391,01,41.996487,-71.562563,RI," ",yes,69,60,20,T01111500
198,01112500,"BLACKSTONE RIVER AT WOONSOCKET, RI",Non-ref,NorthEast,1047.424,01,42.006209,-71.503117,RI," ",yes,80,60,20,T01112500
199,01113695,"CATAMINT BROOK AT CUMBERLAND, RI",Non-ref,NorthEast,10.6497,01,41.9851,-71.41367,RI," ",yes,10,10,10,T01113695
200,01113895,BLACKSTONE R AT ROOSEVELT ST AT PAWTUCKET RI,Non-ref,NorthEast,1247.535,01,41.888711,-71.381445,RI," ",yes,5,5,5,T01113895
201,01114000,"MOSHASSUCK RIVER AT PROVIDENCE, RI",Non-ref,NorthEast,60.42774,01,41.833989,-71.411168,RI," ",yes,45,45,19,T01114000
202,01114500,"WOONASQUATUCKET RIVER AT CENTERDALE, RI",Non-ref,NorthEast,98.8735,01,41.858988,-71.487282,RI," ",yes,68,60,20,T01114500
203,01115098,"PEEPTOAD BROOK AT ELMDALE RD NR NORTH SCITUATE, RI",Non-ref,NorthEast,13.3569,01,41.852599,-71.606175,RI," ",yes,15,15,15,T01115098
204,01115187,"PONAGANSET RIVER AT SOUTH FOSTER, RI",Non-ref,NorthEast,38.8251,01,41.81871,-71.705068,RI," ",yes,15,15,15,T01115187
205,01115630,"NOOSENECK RIVER AT NOOSENECK, RI",Ref,NorthEast,21.7368,01,41.626767,-71.632565,RI," ",yes,19,19,2,T01115630
206,01115670,"CONGDON RIVER NEAR NOOSENECK, RI",Ref,NorthEast,10.899,01,41.612322,-71.622842,RI," ",yes,3,3,3,T01115670
207,01115770,"CARR RIVER NEAR NOOSENECK, RI",Ref,NorthEast,18.9081,01,41.643156,-71.607842,RI," ",yes,18,18,3,T01115770
208,01116000,"SOUTH BRANCH PAWTUXET RIVER AT WASHINGTON, RI",Non-ref,NorthEast,168.2577,01,41.6901,-71.565896,RI," ",yes,69,60,20,T01116000
209,01116500,"PAWTUXET RIVER AT CRANSTON, RI",Non-ref,NorthEast,525.0195,01,41.750934,-71.445058,RI," ",yes,68,59,19,T01116500
210,01116905,"HUNT R 250 FT DS FRY BRK AT FRENCHTOWN, RI",Non-ref,NorthEast,40.7619,01,41.63,-71.478889,RI," ",yes,2,2,2,T01116905
211,01117000,"HUNT RIVER NEAR EAST GREENWICH, RI",Non-ref,NorthEast,59.6844,01,41.641212,-71.445335,RI," ",yes,69,60,20,T01117000
212,01117350,"CHIPUXET RIVER AT WEST KINGSTON, RI",Non-ref,NorthEast,25.2135,01,41.482323,-71.551172,RI," ",yes,37,37,20,T01117350
213,01117370,QUEEN R AT LIBERTY RD AT LIBERTY RI,Ref,NorthEast,50.4774,01,41.53899,-71.568673,RI," ",yes,11,11,11,T01117370
214,01117420,"USQUEPAUG RIVER NEAR USQUEPAUG, RI",Non-ref,NorthEast,93.1356,01,41.476767,-71.604785,RI," ",yes,35,35,20,T01117420
215,01117430,"PAWCATUCK RIVER AT KENYON, RI",Non-ref,NorthEast,189.0441,01,41.446212,-71.621174,RI," ",yes,5,5,4,T01117430
216,01117468,"BEAVER RIVER NEAR USQUEPAUG, RI",Ref,NorthEast,25.3413,01,41.4926,-71.628119,RI,yes,yes,34,34,20,T01117468
217,01117500,"PAWCATUCK RIVER AT WOOD RIVER JUNCTION, RI",Non-ref,NorthEast,260.4375,01,41.4451,-71.680898,RI," ",yes,68,60,20,T01117500
218,01117800,"WOOD RIVER NEAR ARCADIA, RI",Ref,NorthEast,90.76591,01,41.573988,-71.720623,RI," ",yes,43,43,19,T01117800
219,01118000,"WOOD RIVER AT HOPE VALLEY, RI",Non-ref,NorthEast,193.2111,01,41.498155,-71.716456,RI," ",yes,68,60,20,T01118000
220,01118300,"PENDLETON HILL BROOK NEAR CLARKS FALLS, CT.",Ref,NorthEast,10.3644,01,41.474821,-71.834237,CT,yes,yes,51,51,20,T01118300
221,01118500,"PAWCATUCK RIVER AT WESTERLY, RI",Non-ref,NorthEast,765.774,01,41.383711,-71.833125,RI," ",yes,68,60,20,T01118500
222,01119384,"WILLIMANTIC RIVER NEAR MANSFIELD DEPOT, CT",Non-ref,NorthEast,255.6423,01,41.816111,-72.316944,CT," ",yes,3,3,3,T01119384
223,01119500,"WILLIMANTIC RIVER NEAR COVENTRY, CT.",Non-ref,NorthEast,314.8461,01,41.750654,-72.265635,CT," ",yes,78,60,20,T01119500
224,01120000,"HOP R NR COLUMBIA, CT.",Non-ref,NorthEast,192.8583,01,41.727599,-72.302303,CT," "," ",39,22,0,T01120000
225,01120500,"SAFFORD BK NR WOODSTOCK VALLEY, CT.",Ref,NorthEast,6.6564,01,41.926486,-72.05702,CT," "," ",31,31,0,T01120500
226,01121000,"MOUNT HOPE RIVER NEAR WARRENVILLE, CT.",Ref,NorthEast,70.25372,01,41.843709,-72.168966,CT,yes,yes,69,60,20,T01121000
227,01122000,"NATCHAUG RIVER AT WILLIMANTIC, CT.",Non-ref,NorthEast,453.2904,01,41.719821,-72.195634,CT," ",yes,73,54,14,T01122000
228,01122500,"SHETUCKET RIVER NEAR WILLIMANTIC, CT.",Non-ref,NorthEast,1048.47,01,41.700376,-72.182022,CT," ",yes,81,60,20,T01122500
229,01123000,"LITTLE RIVER NEAR HANOVER, CT.",Ref,NorthEast,77.85271,01,41.671765,-72.052298,CT,yes,yes,58,58,20,T01123000
230,011230695,"SHETUCKET RIVER AT TAFTVILLE, CONN.",Non-ref,NorthEast,1330.078,01,41.56843,-72.04508,CT," ",yes,9,9,9,T011230695
231,01123360,"QUINEBAUG R BL E BRIMFIELD DAM AT FISKDALE, MA",Non-ref,NorthEast,162.2727,01,42.108706,-72.123688,MA," ",yes,25,25,8,T01123360
232,01123600,"QUINEBAUG R BL WESTVILLE DAM NR SOUTHBRIDGE, MA",Non-ref,NorthEast,244.6191,01,42.082873,-72.05702,MA," ",yes,34,34,7,T01123600
233,01124000,"QUINEBAUG RIVER AT QUINEBAUG, CT.",Non-ref,NorthEast,392.0004,01,42.022319,-71.955629,CT," ",yes,77,59,19,T01124000
234,01124151,"QUINEBAUG R AT WEST THOMPSON, CONN.",Non-ref,NorthEast,433.9116,01,41.943431,-71.90035,CT," ",yes,34,34,11,T01124151
235,01124350,"FRENCH RIVER BELOW DAM, AT HODGES VILLAGE, MA",Non-ref,NorthEast,80.4609,01,42.118429,-71.881183,MA," ",yes,29,29,2,T01124350
236,01124500,"LITTLE RIVER NEAR OXFORD, MA",Non-ref,NorthEast,72.5976,01,42.115929,-71.890072,MA," ",yes,52,42,2,T01124500
237,01125000,"FRENCH RIVER AT WEBSTER, MA",Non-ref,NorthEast,222.2319,01,42.05093,-71.885072,MA," ",yes,33,33,1,T01125000
238,01125100,"FRENCH R AT N GROSVENORDALE, CT.",Non-ref,NorthEast,262.3277,01,41.97815,-71.90035,CT," ",yes,7,7,7,T01125100
239,01125500,"QUINEBAUG RIVER AT PUTNAM, CT",Non-ref,NorthEast,839.9187,01,41.909264,-71.91285,CT," ",yes,53,34,14,T01125500
240,01126000,"FIVEMILE R AT KILLINGLY, CT.",Non-ref,NorthEast,150.3765,01,41.837321,-71.88535,CT," "," ",33,22,0,T01126000
241,01126500,"MOOSUP R AT MOOSUP, CT.",Non-ref,NorthEast,211.5153,01,41.710377,-71.885906,CT," "," ",39,22,0,T01126500
242,01127000,"QUINEBAUG RIVER AT JEWETT CITY, CT.",Non-ref,NorthEast,1838.699,01,41.597876,-71.984242,CT," ",yes,90,59,19,T01127000
243,01127500,"YANTIC RIVER AT YANTIC, CT.",Non-ref,NorthEast,230.7345,01,41.558709,-72.121467,CT," ",yes,79,60,20,T01127500
244,01127880,"BIG BROOK NEAR PITTSBURG, NH",Ref,NorthEast,16.9623,01,45.135046,-71.205908,NH," "," ",20,20,0,T01127880
245,01128500,"CONNECTICUT R AT FIRST CONN LK NR PITTSBURG, NH",Non-ref,NorthEast,215.6517,01,45.087268,-71.292299,NH," "," ",73,41,1,T01128500
246,01129200,"CONNECTICUT R BELOW INDIAN STREAM NR PITTSBURG, NH",Non-ref,NorthEast,658.7442,01,45.040324,-71.443971,NH," ",yes,53,53,20,T01129200
247,01130000,"UPPER AMMONOOSUC RIVER NEAR GROVETON, NH",Ref,NorthEast,597.9547,01,44.625053,-71.468972,NH," ",yes,62,53,15,T01130000
248,01133000,"EAST BRANCH PASSUMPSIC RIVER NEAR EAST HAVEN, VT",Non-ref,NorthEast,138.3021,01,44.633942,-71.897594,VT," ",yes,49,42,12,T01133000
249,01134500,"MOOSE RIVER AT VICTORY, VT",Ref,NorthEast,195.1299,01,44.511723,-71.837314,VT,yes,yes,62,60,20,T01134500
250,01135000,"MOOSE RIVER AT ST. JOHNSBURY, VT",Ref,NorthEast,334.305,01,44.422836,-72.000094,VT," "," ",55,34,0,T01135000
251,01135150,"POPE BROOK (SITE W-3) NEAR NORTH DANVILLE, VT",Ref,NorthEast,10.1016,01,44.476167,-72.124543,VT," ",yes,18,18,18,T01135150
252,01135300,"SLEEPERS RIVER (SITE W-5) NEAR ST. JOHNSBURY, VT",Ref,NorthEast,111.1173,01,44.435335,-72.038429,VT," ",yes,19,19,19,T01135300
253,01135500,"PASSUMPSIC RIVER AT PASSUMPSIC, VT",Non-ref,NorthEast,1124.902,01,44.365615,-72.039261,VT," ",yes,80,60,20,T01135500
254,01137500,"AMMONOOSUC RIVER AT BETHLEHEM JUNCTION, NH",Ref,NorthEast,228.5543,01,44.268674,-71.630362,NH,yes,yes,70,60,20,T01137500
255,01138000,"AMMONOOSUC RIVER NEAR BATH, NH",Ref,NorthEast,1026.288,01,44.153953,-71.985645,NH," "," ",45,31,0,T01138000
256,01139000,"WELLS RIVER AT WELLS RIVER, VT",Ref,NorthEast,246.3333,01,44.150341,-72.065092,VT,yes,yes,69,60,20,T01139000
257,01139800,"EAST ORANGE BRANCH AT EAST ORANGE, VT",Ref,NorthEast,22.7997,01,44.092842,-72.335653,VT,yes,yes,51,51,20,T01139800
258,01141500,"OMPOMPANOOSUC RIVER AT UNION VILLAGE, VT",Non-ref,NorthEast,338.4513,01,43.79007,-72.254813,VT," "," ",49,40,0,T01141500
259,01141800,"MINK BROOK NEAR ETNA, NH",Ref,NorthEast,12.2805,01,43.702293,-72.187033,NH," "," ",36,36,9,T01141800
260,01142500,"AYERS BROOK AT RANDOLPH, VT",Ref,NorthEast,82.16668,01,43.93451,-72.657882,VT,yes,yes,69,59,20,T01142500
261,01144000,"WHITE RIVER AT WEST HARTFORD, VT",Ref,NorthEast,1790.244,01,43.714236,-72.418149,VT,yes,yes,93,60,20,T01144000
262,01145000,"MASCOMA RIVER AT WEST CANAAN, NH",Ref,NorthEast,208.1349,01,43.651183,-72.084808,NH," "," ",39,29,0,T01145000
263,01150500,"MASCOMA RIVER AT MASCOMA, NH",Non-ref,NorthEast,397.6794,01,43.64896,-72.182033,NH," "," ",81,55,15,T01150500
264,01150900,"OTTAUQUECHEE RIVER NEAR WEST BRIDGEWATER, VT",Ref,NorthEast,61.1667,01,43.622291,-72.75899,VT,yes,yes,25,25,20,T01150900
265,01151500,"OTTAUQUECHEE RIVER AT NORTH HARTLAND, VT",Non-ref,NorthEast,576.1521,01,43.602571,-72.354258,VT," ",yes,79,60,20,T01151500
266,01152500,"SUGAR RIVER AT WEST CLAREMONT, NH",Non-ref,NorthEast,700.3791,01,43.387573,-72.362034,NH," ",yes,81,60,20,T01152500
267,01153000,"BLACK RIVER AT NORTH SPRINGFIELD, VT",Non-ref,NorthEast,411.5781,01,43.333407,-72.514813,VT," "," ",59,40,0,T01153000
268,01153500,"WILLIAMS RIVER AT BROCKWAYS MILLS, VT",Ref,NorthEast,263.3301,01,43.208687,-72.517589,VT," "," ",44,35,0,T01153500
269,01153550,WILLIAMS RIVER NEAR ROCKINGHAM VT,Non-ref,NorthEast,289.5507,01,43.191743,-72.485089,VT," ",yes,23,23,20,T01153550
270,01154000,"SAXTONS RIVER AT SAXTONS RIVER, VT",Ref,NorthEast,187.3278,01,43.137578,-72.488144,VT," ",yes,50,41,8,T01154000
271,01154500,"CONNECTICUT RIVER AT NORTH WALPOLE, NH",Non-ref,NorthEast,14220.09,01,43.126189,-72.436755,NH," ",yes,67,60,20,T01154500
272,01155000,"COLD RIVER AT DREWSVILLE, NH",Ref,NorthEast,215.4186,01,43.131744,-72.390366,NH," "," ",38,29,0,T01155000
273,01155500,"WEST RIVER AT JAMAICA, VT",Non-ref,NorthEast,459.8118,01,43.108967,-72.775374,VT," ",yes,57,54,14,T01155500
274,01155910,"WEST RIVER BELOW TOWNSHEND DAM NEAR TOWNSHEND, VT",Non-ref,NorthEast,723.2805,01,43.05119,-72.700094,VT," ",yes,6,6,6,T01155910
275,01156000,"WEST RIVER AT NEWFANE, VT",Non-ref,NorthEast,792.0675,01,42.995358,-72.636481,VT," "," ",65,40,0,T01156000
276,01156500,"CONNECTICUT RIVER AT VERNON, VT",Non-ref,NorthEast,16213.36,01,42.771471,-72.514256,VT," "," ",29,24,0,T01156500
277,01157000,"ASHUELOT RIVER NEAR GILSUM, NH",Non-ref,NorthEast,182.5785,01,43.039246,-72.270086,NH," ",yes,58,31,0,T01157000
278,01158000,"ASHUELOT RIVER BELOW SURRY MT DAM, NEAR KEENE, NH",Non-ref,NorthEast,263.925,01,42.994802,-72.311197,NH," ",yes,58,54,14,T01158000
279,01158600,"OTTER BROOK BELOW OTTER BROOK DAM, NEAR KEENE, NH",Non-ref,NorthEast,122.3955,01,42.945914,-72.236751,NH," ",yes,45,45,14,T01158600
280,01160000,"S BR ASHUELOT RIVER AT WEBB, NR MARLBOROUGH, NH",Non-ref,NorthEast,92.916,01,42.872027,-72.213695,NH," ",yes,58,29,0,T01160000
281,01160350,"ASHUELOT RIVER AT WEST SWANZEY, NH",Non-ref,NorthEast,818.0181,01,42.871193,-72.327864,NH," ",yes,15,15,15,T01160350
282,01161000,"ASHUELOT RIVER AT HINSDALE, NH",Non-ref,NorthEast,1089.694,01,42.785916,-72.4862,NH," ",yes,99,60,20,T01161000
283,01161500,"TARBELL BROOK NEAR WINCHENDON, MA",Non-ref,NorthEast,48.0375,01,42.712586,-72.085359,MA," "," ",66,33,0,T01161500
284,01162000,"MILLERS RIVER NEAR WINCHENDON, MA",Non-ref,NorthEast,212.6241,01,42.684253,-72.083414,MA," ",yes,93,60,20,T01162000
285,01162500,"PRIEST BROOK NEAR WINCHENDON, MA",Ref,NorthEast,49.70559,01,42.682586,-72.115081,MA,yes,yes,90,60,20,T01162500
286,01163200,"OTTER RIVER AT OTTER RIVER, MA",Non-ref,NorthEast,88.44967,01,42.588421,-72.040912,MA," ",yes,44,44,20,T01163200
287,01164000,"MILLERS RIVER AT SOUTH ROYALSTON, MA",Non-ref,NorthEast,491.5026,01,42.629809,-72.150359,MA," ",yes,52,42,2,T01164000
288,01165000,"EAST BRANCH TULLY RIVER NEAR ATHOL, MA",Non-ref,NorthEast,129.5298,01,42.642308,-72.225639,MA," ",yes,74,41,1,T01165000
289,01165500,"MOSS BROOK AT WENDELL DEPOT, MA",Ref,NorthEast,32.8572,01,42.602864,-72.35953,MA," "," ",66,33,0,T01165500
290,01166500,"MILLERS RIVER AT ERVING, MA",Non-ref,NorthEast,965.4553,01,42.597586,-72.438142,MA," ",yes,94,60,20,T01166500
291,01168151,"DEERFIELD RIVER NEAR ROWE, MA",Non-ref,NorthEast,660.7206,01,42.682583,-72.976489,MA," "," ",23,23,8,T01168151
292,01168500,"DEERFIELD RIVER AT CHARLEMONT, MA",Non-ref,NorthEast,938.5038,01,42.625918,-72.855096,MA," ",yes,95,59,19,T01168500
293,01169000,"NORTH RIVER AT SHATTUCKVILLE, MA",Ref,NorthEast,230.6412,01,42.638418,-72.725092,MA,yes,yes,69,60,20,T01169000
294,01169900,"SOUTH RIVER NEAR CONWAY, MA",Non-ref,NorthEast,62.30875,01,42.54203,-72.693702,MA," ",yes,43,43,20,T01169900
295,01170000,"DEERFIELD RIVER NEAR WEST DEERFIELD, MA",Non-ref,NorthEast,1451.378,01,42.535919,-72.653423,MA," ",yes,68,59,19,T01170000
296,01170100,"GREEN RIVER NEAR COLRAIN, MA",Ref,NorthEast,106.9924,01,42.703417,-72.670648,MA,yes,yes,42,42,20,T01170100
297,01170500,"CONNECTICUT RIVER AT MONTAGUE CITY, MA",Non-ref,NorthEast,20389.69,01,42.578697,-72.574533,MA," ",yes,105,60,20,T01170500
298,01170930,"MILL RIVER AT CHRISTIAN LANE AT WHATELY, MA",Ref,NorthEast,47.097,01,42.44453,-72.62981,MA," ",yes,3,3,3,T01170930
299,01171300,"FORT RIVER NEAR AMHERST, MA",Non-ref,NorthEast,107.6271,01,42.358424,-72.50592,MA," "," ",30,30,7,T01171300
300,01171500,"MILL RIVER AT NORTHAMPTON, MA",Non-ref,NorthEast,139.7872,01,42.318978,-72.665091,MA," ",yes,70,60,20,T01171500
301,01172500,"WARE RIVER NEAR BARRE, MA",Non-ref,NorthEast,142.6932,01,42.42509,-72.024521,MA," ",yes,62,59,19,T01172500
302,01173000,"WARE RIVER AT INTAKE WORKS NEAR BARRE, MA",Non-ref,NorthEast,248.9728,01,42.390646,-72.060355,MA," ",yes,79,58,18,T01173000
303,01173500,"WARE RIVER AT GIBBS CROSSING, MA",Non-ref,NorthEast,510.3333,01,42.236204,-72.272581,MA," ",yes,97,60,20,T01173500
304,01174000,"HOP BROOK NEAR NEW SALEM, MA",Ref,NorthEast,9.1512,01,42.478422,-72.334251,MA," "," ",34,33,0,T01174000
305,01174500,"EAST BRANCH SWIFT RIVER NEAR HARDWICK, MA",Non-ref,NorthEast,113.0355,01,42.393424,-72.238693,MA," ",yes,72,60,20,T01174500
306,01174565,"WEST BRANCH SWIFT RIVER NEAR SHUTESBURY, MA",Ref,NorthEast,32.994,01,42.455089,-72.381752,MA," ",yes,15,15,14,T01174565
307,01174600,"CADWELL CREEK NEAR PELHAM, MA",Ref,NorthEast,1.6209,01,42.354535,-72.387862,MA," "," ",33,33,5,T01174600
308,01174900,"CADWELL CREEK NEAR BELCHERTOWN, MA",Ref,NorthEast,7.1064,01,42.335646,-72.369528,MA," "," ",36,36,8,T01174900
309,01175500,"SWIFT RIVER AT WEST WARE, MA",Non-ref,NorthEast,489.9175,01,42.26787,-72.332582,MA," ",yes,96,59,19,T01175500
310,01175670,"SEVENMILE RIVER NEAR SPENCER, MA",Non-ref,NorthEast,23.9517,01,42.265092,-72.004797,MA," ",yes,47,47,19,T01175670
311,01176000,"QUABOAG RIVER AT WEST BRIMFIELD, MA",Non-ref,NorthEast,387.1593,01,42.182316,-72.263691,MA," ",yes,96,59,19,T01176000
312,01176780,"TWELVEMILE BROOK NEAR NORTH WILBRAHAM, MA",Ref,NorthEast,35.3583,01,42.147872,-72.399528,MA," ",yes,1,1,1,T01176780
313,01177000,"CHICOPEE RIVER AT INDIAN ORCHARD, MA",Non-ref,NorthEast,1785.374,01,42.160649,-72.513976,MA," ",yes,81,60,20,T01177000
314,01179500,"WESTFIELD RIVER AT KNIGHTVILLE, MA",Non-ref,NorthEast,422.1324,01,42.287867,-72.864264,MA," ",yes,94,54,14,T01179500
315,01180000,"SYKES BROOK AT KNIGHTVILLE, MA",Ref,NorthEast,3.6072,01,42.290922,-72.870375,MA," "," ",28,24,0,T01180000
316,01180500,"MIDDLE B WESTFIELD RIVER AT GOSS HEIGHTS, MA",Non-ref,NorthEast,136.6803,01,42.2587,-72.872597,MA," ",yes,81,42,2,T01180500
317,01181000,"WEST BRANCH WESTFIELD RIVER AT HUNTINGTON, MA",Ref,NorthEast,243.495,01,42.237312,-72.895654,MA,yes,yes,74,60,20,T01181000
318,01183500,"WESTFIELD RIVER NEAR WESTFIELD, MA",Non-ref,NorthEast,1292.801,01,42.10676,-72.698981,MA," ",yes,95,60,20,T01183500
319,01184000,"CONNECTICUT RIVER AT THOMPSONVILLE, CT.",Non-ref,NorthEast,25049.46,01,41.987319,-72.605367,CT," ",yes,81,60,20,T01184000
320,01184100,"STONY BROOK NEAR WEST SUFFIELD, CT.",Non-ref,NorthEast,24.64571,01,41.960652,-72.710371,CT," ",yes,28,28,20,T01184100
321,01184490,"BROAD BROOK AT BROAD BROOK, CT.",Non-ref,NorthEast,38.06368,01,41.913889,-72.55,CT," ",yes,42,42,20,T01184490
322,01184500,"SCANTIC R AT BROAD BROOK, CT.",Non-ref,NorthEast,253.0312,01,41.911764,-72.562866,CT," "," ",43,22,0,T01184500
323,01185500,"WEST BRANCH FARMINGTON RIVER NEAR NEW BOSTON, MA",Non-ref,NorthEast,237.4254,01,42.079259,-73.072884,MA," ",yes,96,60,20,T01185500
324,01186000,"WEST BRANCH FARMINGTON RIVER AT RIVERTON, CT",Non-ref,NorthEast,333.5841,01,41.962873,-73.017606,CT," ",yes,53,53,19,T01186000
325,01186500,"STILL RIVER AT ROBERTSVILLE, CT.",Non-ref,NorthEast,221.4873,01,41.967317,-73.033996,CT," ",yes,58,57,19,T01186500
326,01187300,"HUBBARD RIVER NR. WEST HARTLAND, CT.",Ref,NorthEast,53.919,01,42.037316,-72.938991,MA,yes,yes,70,59,20,T01187300
327,01187400,"VALLEY BK NR WEST HARTLAND, CT.",Ref,NorthEast,19.1385,01,42.034261,-72.929824,CT," "," ",32,23,0,T01187400
328,01187800,"NEPAUG R NR NEPAUG, CT.",Ref,NorthEast,61.5744,01,41.820653,-72.970104,CT," "," ",52,24,3,T01187800
329,01188000,"BURLINGTON BROOK NEAR BURLINGTON, CT.",Ref,NorthEast,10.6235,01,41.786209,-72.964826,CT," ",yes,77,59,19,T01188000
330,01188090,"FARMINGTON RIVER AT UNIONVILLE, CT.",Non-ref,NorthEast,977.783,01,41.755933,-72.886768,CT," ",yes,31,31,19,T01188090
331,01189000,"PEQUABUCK R AT FORESTVILLE, CT.",Non-ref,NorthEast,116.4466,01,41.673154,-72.900657,CT," ",yes,67,59,19,T01189000
332,01189995,"FARMINGTON RIVER AT TARIFFVILLE, CT.",Non-ref,NorthEast,1492.974,01,41.908431,-72.760651,CT," ",yes,38,38,20,T01189995
333,01190000,"FARMINGTON R AT RAINBOW, CT.",Non-ref,NorthEast,1522.522,01,41.911486,-72.687315,CT," "," ",58,37,0,T01190000
334,01190500,"SOUTH BRANCH PARK R AT HARTFORD, CT.",Non-ref,NorthEast,103.7043,01,41.733989,-72.713706,CT," "," ",45,32,0,T01190500
335,01191000,"NORTH BRANCH PARK R AT HARTFORD, CT.",Non-ref,NorthEast,68.90754,01,41.784266,-72.708149,CT," "," ",49,37,0,T01191000
336,01192500,"HOCKANUM RIVER NEAR EAST HARTFORD, CT.",Non-ref,NorthEast,190.6678,01,41.783155,-72.587311,CT," ",yes,77,54,19,T01192500
337,01192883,"COGINCHAUG RIVER AT MIDDLEFIELD, CT",Non-ref,NorthEast,77.8588,01,41.520098,-72.705929,CT," ",yes,28,28,20,T01192883
338,01193500,"SALMON RIVER NEAR EAST HAMPTON, CT.",Ref,NorthEast,271.2563,01,41.552321,-72.449253,CT," ",yes,80,59,19,T01193500
339,01194000,"EIGHTMILE R AT NORTH PLAIN, CT.",Ref,NorthEast,52.3116,01,41.44177,-72.33286,CT," ",yes,30,18,1,T01194000
340,01194500,"EAST BRANCH EIGHTMILE RIVER NEAR NORTH LYME, CT.",Ref,NorthEast,58.1454,01,41.427876,-72.33425,CT," ",yes,51,39,7,T01194500
